Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,hsa04371,Apelin signaling pathway,,-2.3,1.7,2.9,28162,146,2791,25,0.9,0.18,111|185|208|595|1490|2788|4088|4633|4635|4843|4854|5327|5332|5563|6263|6546|6696|8877|9759|10014|10891|23236|30827|51806|53632,ADCY5|AGTR1|AKT2|CCND1|CCN2|GNG7|SMAD3|MYL2|MYL4|NOS2|NOTCH3|PLAT|PLCB4|PRKAA2|RYR3|SLC8A1|SPP1|SPHK1|HDAC4|HDAC5|PPARGC1A|PLCB1|CXXC1|CALML5|PRKAG3,-1.7,LN_meta
KEGG Pathway,24,ko05215,Prostate cancer,,-2.3,2,3,28162,87,2791,17,0.61,0.15,208|468|595|898|1950|1956|2064|2260|2950|3479|5156|5159|7039|9586|80310|90993|148327,AKT2|ATF4|CCND1|CCNE1|EGF|EGFR|ERBB2|FGFR1|GSTP1|IGF1|PDGFRA|PDGFRB|TGFA|CREB5|PDGFD|CREB3L1|CREB3L4,-1.7,LN_meta
KEGG Pathway,24,hsa05215,Prostate cancer ,,-2.3,2,3,28162,87,2791,17,0.61,0.15,208|468|595|898|1950|1956|2064|2260|2950|3479|5156|5159|7039|9586|80310|90993|148327,AKT2|ATF4|CCND1|CCNE1|EGF|EGFR|ERBB2|FGFR1|GSTP1|IGF1|PDGFRA|PDGFRB|TGFA|CREB5|PDGFD|CREB3L1|CREB3L4,-1.7,LN_meta
Reactome Gene Sets,6,R-HSA-192105,Synthesis of bile acids and bile salts,,-2.3,2.7,3.2,28162,34,2791,9,0.32,0.11,1109|1593|1645|1646|5740|8309|80270|114876|114880,AKR1C4|CYP27A1|AKR1C1|AKR1C2|PTGIS|ACOX2|HSD3B7|OSBPL1A|OSBPL6,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-5576892,Phase 0 - rapid depolarisation,,-2.3,2.7,3.2,28162,34,2791,9,0.32,0.11,775|2256|2258|2259|6324|6329|6330|6332|6335,CACNA1C|FGF11|FGF13|FGF14|SCN1B|SCN4A|SCN4B|SCN7A|SCN9A,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,1839|1950|1956|7039,HBEGF|EGF|EGFR|TGFA,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,861|1514|9021|122809,RUNX1|CTSL|SOCS3|SOCS4,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,1839|1950|1956|7039,HBEGF|EGF|EGFR|TGFA,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-77111,Synthesis of Ketone Bodies,,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,622|3158|54511|79611,BDH1|HMGCS2|HMGCLL1|ACSS3,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-163765,ChREBP activates metabolic gene expression,,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,31|32|2194|51085,ACACA|ACACB|FASN|MLXIPL,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,954|955|956|377841,ENTPD2|ENTPD6|ENTPD3|ENTPD8,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",,-2.3,5,3.8,28162,8,2791,4,0.14,0.072,633|1462|1464|113189,BGN|VCAN|CSPG4|CHST14,-1.6,LN_meta
KEGG Pathway,24,hsa04925,aldosterone synthesis and secretion,,-2.3,1.9,3,28162,102,2791,19,0.68,0.16,111|183|185|468|477|747|775|776|949|3777|4881|5332|5443|8912|9586|23236|51806|90993|148327,ADCY5|AGT|AGTR1|ATF4|ATP1A2|DAGLA|CACNA1C|CACNA1D|SCARB1|KCNK3|NPR1|PLCB4|POMC|CACNA1H|CREB5|PLCB1|CALML5|CREB3L1|CREB3L4,-1.6,LN_meta
KEGG Pathway,24,ko05142,Chagas disease (American trypanosomiasis),,-2.3,1.9,3,28162,102,2791,19,0.68,0.16,208|712|713|714|718|1636|3460|3569|3725|4088|4843|5332|5599|5602|6300|7043|7099|7132|23236,AKT2|C1QA|C1QB|C1QC|C3|ACE|IFNGR2|IL6|JUN|SMAD3|NOS2|PLCB4|MAPK8|MAPK10|MAPK12|TGFB3|TLR4|TNFRSF1A|PLCB1,-1.6,LN_meta
KEGG Pathway,24,hsa05210,Colorectal cancer ,,-2.3,2.2,3.1,28162,60,2791,13,0.47,0.13,208|595|1630|2956|3725|4088|4436|4609|5599|5602|5881|7043|26060,AKT2|CCND1|DCC|MSH6|JUN|SMAD3|MSH2|MYC|MAPK8|MAPK10|RAC3|TGFB3|APPL1,-1.6,LN_meta
KEGG Pathway,24,ko05210,Colorectal cancer,,-2.3,2.2,3.1,28162,60,2791,13,0.47,0.13,208|595|1630|2956|3725|4088|4436|4609|5599|5602|5881|7043|26060,AKT2|CCND1|DCC|MSH6|JUN|SMAD3|MSH2|MYC|MAPK8|MAPK10|RAC3|TGFB3|APPL1,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-977606,Regulation of Complement cascade,,-2.3,2.4,3.1,28162,47,2791,11,0.39,0.12,712|713|714|717|718|720|728|729|730|1191|1991,C1QA|C1QB|C1QC|C2|C3|C4A|C5AR1|C6|C7|CLU|ELANE,-1.6,LN_meta
KEGG Pathway,24,hsa05133,Pertussis,,-2.3,2,3,28162,81,2791,16,0.57,0.14,712|713|714|717|718|720|929|3569|3725|4843|5599|5602|6300|6374|7099|51806,C1QA|C1QB|C1QC|C2|C3|C4A|CD14|IL6|JUN|NOS2|MAPK8|MAPK10|MAPK12|CXCL5|TLR4|CALML5,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,,-2.2,2.5,3.1,28162,41,2791,10,0.36,0.11,88|1742|2903|7280|7846|8825|10381|10382|26960|347733,ACTN2|DLG4|GRIN2A|TUBB2A|TUBA1A|LIN7A|TUBB3|TUBB4A|NBEA|TUBB2B,-1.6,LN_meta
KEGG Pathway,24,ko00591,Linoleic acid metabolism,,-2.2,2.8,3.2,28162,29,2791,8,0.29,0.1,246|1559|5320|5322|11145|50487|64600|100137049,ALOX15|CYP2C9|PLA2G2A|PLA2G5|PLAAT3|PLA2G3|PLA2G2F|PLA2G4B,-1.6,LN_meta
KEGG Pathway,24,ko00760,Nicotinate and nicotinamide metabolism,,-2.2,2.8,3.2,28162,29,2791,8,0.29,0.1,316|683|952|10135|27231|56953|115024|349565,AOX1|BST1|CD38|NAMPT|NMRK2|NT5M|NT5C3B|NMNAT3,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-8863795,Downregulation of ERBB2 signaling,,-2.2,2.8,3.2,28162,29,2791,8,0.29,0.1,208|1839|1950|1956|2064|2065|5782|6233,AKT2|HBEGF|EGF|EGFR|ERBB2|ERBB3|PTPN12|RPS27A,-1.6,LN_meta
KEGG Pathway,24,hsa00760,Nicotinate and nicotinamide metabolism ,,-2.2,2.8,3.2,28162,29,2791,8,0.29,0.1,316|683|952|10135|27231|56953|115024|349565,AOX1|BST1|CD38|NAMPT|NMRK2|NT5M|NT5C3B|NMNAT3,-1.6,LN_meta
KEGG Pathway,24,hsa00591,Linoleic acid metabolism ,,-2.2,2.8,3.2,28162,29,2791,8,0.29,0.1,246|1559|5320|5322|11145|50487|64600|100137049,ALOX15|CYP2C9|PLA2G2A|PLA2G5|PLAAT3|PLA2G3|PLA2G2F|PLA2G4B,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-5205647,Mitophagy,,-2.2,2.8,3.2,28162,29,2791,8,0.29,0.1,6233|6714|8408|8878|9804|10452|54543|55669,RPS27A|SRC|ULK1|SQSTM1|TOMM20|TOMM40|TOMM7|MFN1,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-2.2,1.5,2.8,28162,236,2791,36,1.3,0.21,595|861|1950|1956|1999|3012|3020|3066|3725|4088|4192|4609|4853|4854|6233|6484|7088|8337|8341|8349|8365|8788|9612|9759|10014|10402|23129|23462|26508|26960|51107|55534|55766|85236|113878|723790,CCND1|RUNX1|EGF|EGFR|ELF3|H2AC8|H3-3A|HDAC2|JUN|SMAD3|MDK|MYC|NOTCH2|NOTCH3|RPS27A|ST3GAL4|TLE1|H2AC18|H2BC15|H2BC21|H4C8|DLK1|NCOR2|HDAC4|HDAC5|ST3GAL6|PLXND1|HEY1|HEYL|NBEA|APH1A|MAML3|H2AJ|H2BC12|DTX2|H2AC19,-1.6,LN_meta
KEGG Pathway,24,ko05034,Alcoholism,,-2.2,1.6,2.8,28162,180,2791,29,1,0.19,111|468|627|1644|2030|2354|2788|2903|3012|3020|3066|4915|8337|8341|8349|8365|9586|9759|10014|51806|55506|55766|84254|85236|90993|92815|148327|440689|723790,ADCY5|ATF4|BDNF|DDC|SLC29A1|FOSB|GNG7|GRIN2A|H2AC8|H3-3A|HDAC2|NTRK2|H2AC18|H2BC15|H2BC21|H4C8|CREB5|HDAC4|HDAC5|CALML5|MACROH2A2|H2AJ|CAMKK1|H2BC12|CREB3L1|H2AW|CREB3L4|H2BC18|H2AC19,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-977225,Amyloid fiber formation,,-2.2,1.8,2.9,28162,111,2791,20,0.72,0.16,348|351|1471|2934|3012|3020|3339|4057|4240|6233|8337|8341|8349|8365|23163|23555|51107|54959|85236|723790,APOE|APP|CST3|GSN|H2AC8|H3-3A|HSPG2|LTF|MFGE8|RPS27A|H2AC18|H2BC15|H2BC21|H4C8|GGA3|TSPAN15|APH1A|ODAM|H2BC12|H2AC19,-1.6,LN_meta
KEGG Pathway,24,ko04925,Aldosterone synthesis and secretion,,-2.2,2,2.9,28162,82,2791,16,0.57,0.14,111|185|468|747|775|776|949|3777|4881|5332|8912|9586|23236|51806|90993|148327,ADCY5|AGTR1|ATF4|DAGLA|CACNA1C|CACNA1D|SCARB1|KCNK3|NPR1|PLCB4|CACNA1H|CREB5|PLCB1|CALML5|CREB3L1|CREB3L4,-1.6,LN_meta
KEGG Pathway,24,hsa05120,Epithelial cell signaling in Helicobacter pylori infection ,,-2.2,2.1,3,28162,68,2791,14,0.5,0.13,525|535|1839|1956|2919|3725|5335|5599|5602|6300|6714|7082|50617|83700,ATP6V1B1|ATP6V0A1|HBEGF|EGFR|CXCL1|JUN|PLCG1|MAPK8|MAPK10|MAPK12|SRC|TJP1|ATP6V0A4|JAM3,-1.6,LN_meta
KEGG Pathway,24,ko05120,Epithelial cell signaling in Helicobacter pylori infection,,-2.2,2.1,3,28162,68,2791,14,0.5,0.13,525|535|1839|1956|2919|3725|5335|5599|5602|6300|6714|7082|50617|83700,ATP6V1B1|ATP6V0A1|HBEGF|EGFR|CXCL1|JUN|PLCG1|MAPK8|MAPK10|MAPK12|SRC|TJP1|ATP6V0A4|JAM3,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,,-2.2,3.9,3.4,28162,13,2791,5,0.18,0.08,1839|1950|1956|2064|2065,HBEGF|EGF|EGFR|ERBB2|ERBB3,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",,-2.2,3.9,3.4,28162,13,2791,5,0.18,0.08,160|1211|4919|4920|7474,AP2A1|CLTA|ROR1|ROR2|WNT5A,-1.6,LN_meta
Reactome Gene Sets,6,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,,-2.2,2.3,3,28162,48,2791,11,0.39,0.12,3066|4609|6233|7088|9612|9759|10014|23462|26508|26960|55534,HDAC2|MYC|RPS27A|TLE1|NCOR2|HDAC4|HDAC5|HEY1|HEYL|NBEA|MAML3,-1.6,LN_meta
KEGG Pathway,24,ko04330,Notch signaling pathway,,-2.2,2.3,3,28162,48,2791,11,0.39,0.12,1856|1857|3066|4853|4854|9253|9612|10683|51107|55534|113878,DVL2|DVL3|HDAC2|NOTCH2|NOTCH3|NUMBL|NCOR2|DLL3|APH1A|MAML3|DTX2,-1.6,LN_meta
KEGG Pathway,24,hsa04330,Notch signaling pathway ,,-2.2,2.3,3,28162,48,2791,11,0.39,0.12,1856|1857|3066|4853|4854|9253|9612|10683|51107|55534|113878,DVL2|DVL3|HDAC2|NOTCH2|NOTCH3|NUMBL|NCOR2|DLL3|APH1A|MAML3|DTX2,-1.6,LN_meta
KEGG Pathway,24,ko04640,Hematopoietic cell lineage,,-2.2,1.9,2.9,28162,97,2791,18,0.64,0.15,290|912|928|929|947|948|952|1436|1441|2209|2812|3111|3112|3117|3569|4254|4311|100133941,ANPEP|CD1D|CD9|CD14|CD34|CD36|CD38|CSF1R|CSF3R|FCGR1A|GP1BB|HLA-DOA|HLA-DOB|HLA-DQA1|IL6|KITLG|MME|CD24,-1.5,LN_meta
KEGG Pathway,24,hsa04640,Hematopoietic cell lineage ,,-2.2,1.9,2.9,28162,97,2791,18,0.64,0.15,290|912|928|929|947|948|952|1436|1441|2209|2812|3111|3112|3117|3569|4254|4311|100133941,ANPEP|CD1D|CD9|CD14|CD34|CD36|CD38|CSF1R|CSF3R|FCGR1A|GP1BB|HLA-DOA|HLA-DOB|HLA-DQA1|IL6|KITLG|MME|CD24,-1.5,LN_meta
KEGG Pathway,24,hsa05217,Basal cell carcinoma ,,-2.2,2.2,3,28162,55,2791,12,0.43,0.12,652|1856|1857|2736|5727|7474|7481|7483|8324|11211|64399|81029,BMP4|DVL2|DVL3|GLI2|PTCH1|WNT5A|WNT11|WNT9A|FZD7|FZD10|HHIP|WNT5B,-1.5,LN_meta
KEGG Pathway,24,hsa05144,Malaria,,-2.2,2.2,3,28162,55,2791,12,0.43,0.12,948|1311|3383|3569|4035|6383|6414|7043|7059|7060|7099|10438,CD36|COMP|ICAM1|IL6|LRP1|SDC2|SELENOP|TGFB3|THBS3|THBS4|TLR4|C1D,-1.5,LN_meta
KEGG Pathway,24,ko05217,Basal cell carcinoma,,-2.2,2.2,3,28162,55,2791,12,0.43,0.12,652|1856|1857|2736|5727|7474|7481|7483|8324|11211|64399|81029,BMP4|DVL2|DVL3|GLI2|PTCH1|WNT5A|WNT11|WNT9A|FZD7|FZD10|HHIP|WNT5B,-1.5,LN_meta
KEGG Pathway,24,ko04970,Salivary secretion,,-2.2,1.9,2.9,28162,90,2791,17,0.61,0.15,111|276|362|477|683|820|952|1471|1755|2983|4589|5332|6263|6779|23236|51806|727897,ADCY5|AMY1A|AQP5|ATP1A2|BST1|CAMP|CD38|CST3|DMBT1|GUCY1B1|MUC7|PLCB4|RYR3|STATH|PLCB1|CALML5|MUC5B,-1.5,LN_meta
KEGG Pathway,24,ko04213,Longevity regulating pathway - multiple species,,-2.2,2.1,2.9,28162,62,2791,13,0.47,0.13,111|208|1410|2309|3066|3303|3310|3479|3643|5563|6648|53632|84335,ADCY5|AKT2|CRYAB|FOXO3|HDAC2|HSPA1A|HSPA6|IGF1|INSR|PRKAA2|SOD2|PRKAG3|AKT1S1,-1.5,LN_meta
KEGG Pathway,24,hsa04213,Longevity regulating pathway - multiple species,,-2.2,2.1,2.9,28162,62,2791,13,0.47,0.13,111|208|1410|2309|3066|3303|3310|3479|3643|5563|6648|53632|84335,ADCY5|AKT2|CRYAB|FOXO3|HDAC2|HSPA1A|HSPA6|IGF1|INSR|PRKAA2|SOD2|PRKAG3|AKT1S1,-1.5,LN_meta
KEGG Pathway,24,hsa04917,Prolactin signaling pathway,,-2.2,2,2.9,28162,76,2791,15,0.54,0.14,208|595|1154|2001|2099|2309|2645|5599|5602|6300|6714|8835|9021|9655|122809,AKT2|CCND1|CISH|ELF5|ESR1|FOXO3|GCK|MAPK8|MAPK10|MAPK12|SRC|SOCS2|SOCS3|SOCS5|SOCS4,-1.5,LN_meta
KEGG Pathway,24,hsa04920,Adipocytokine signaling pathway ,,-2.2,2,2.9,28162,69,2791,14,0.5,0.13,32|208|948|1375|3953|5106|5443|5563|5599|5602|7132|9021|10891|53632,ACACB|AKT2|CD36|CPT1B|LEPR|PCK2|POMC|PRKAA2|MAPK8|MAPK10|TNFRSF1A|SOCS3|PPARGC1A|PRKAG3,-1.5,LN_meta
KEGG Pathway,24,ko04920,Adipocytokine signaling pathway,,-2.2,2,2.9,28162,69,2791,14,0.5,0.13,32|208|948|1375|3953|5106|5443|5563|5599|5602|7132|9021|10891|53632,ACACB|AKT2|CD36|CPT1B|LEPR|PCK2|POMC|PRKAA2|MAPK8|MAPK10|TNFRSF1A|SOCS3|PPARGC1A|PRKAG3,-1.5,LN_meta
KEGG Pathway,24,ko04020,Calcium signaling pathway,,-2.2,1.6,2.7,28162,182,2791,29,1,0.19,185|291|775|776|952|1128|1910|1956|2064|2065|2903|4843|5156|5159|5255|5332|5333|5335|5350|5733|5737|6263|6546|7125|8877|8912|23236|51196|51806,AGTR1|SLC25A4|CACNA1C|CACNA1D|CD38|CHRM1|EDNRB|EGFR|ERBB2|ERBB3|GRIN2A|NOS2|PDGFRA|PDGFRB|PHKA1|PLCB4|PLCD1|PLCG1|PLN|PTGER3|PTGFR|RYR3|SLC8A1|TNNC2|SPHK1|CACNA1H|PLCB1|PLCE1|CALML5,-1.5,LN_meta
KEGG Pathway,24,hsa04020,Calcium signaling pathway ,,-2.2,1.6,2.7,28162,182,2791,29,1,0.19,185|291|775|776|952|1128|1910|1956|2064|2065|2903|4843|5156|5159|5255|5332|5333|5335|5350|5733|5737|6263|6546|7125|8877|8912|23236|51196|51806,AGTR1|SLC25A4|CACNA1C|CACNA1D|CD38|CHRM1|EDNRB|EGFR|ERBB2|ERBB3|GRIN2A|NOS2|PDGFRA|PDGFRB|PHKA1|PLCB4|PLCD1|PLCG1|PLN|PTGER3|PTGFR|RYR3|SLC8A1|TNNC2|SPHK1|CACNA1H|PLCB1|PLCE1|CALML5,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,,-2.2,2.9,3.2,28162,24,2791,7,0.25,0.095,208|595|1839|1950|1956|2309|7039,AKT2|CCND1|HBEGF|EGF|EGFR|FOXO3|TGFA,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,,-2.2,2.9,3.2,28162,24,2791,7,0.25,0.095,1109|1593|1645|1646|5740|8309|80270,AKR1C4|CYP27A1|AKR1C1|AKR1C2|PTGIS|ACOX2|HSD3B7,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,,-2.2,2.9,3.2,28162,24,2791,7,0.25,0.095,6512|6812|6857|8497|8500|10497|27165,SLC1A7|STXBP1|SYT1|PPFIA4|PPFIA1|UNC13B|GLS2,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-8957322,Metabolism of steroids,,-2.1,1.7,2.7,28162,151,2791,25,0.9,0.18,31|32|231|1109|1593|1594|1645|1646|2194|3290|5443|5641|5740|6579|6720|7108|8309|8714|51171|79071|80270|114876|114880|403313|441282,ACACA|ACACB|AKR1B1|AKR1C4|CYP27A1|CYP27B1|AKR1C1|AKR1C2|FASN|HSD11B1|POMC|LGMN|PTGIS|SLCO1A2|SREBF1|TM7SF2|ACOX2|ABCC3|HSD17B14|ELOVL6|HSD3B7|OSBPL1A|OSBPL6|PLPP6|AKR1B15,-1.5,LN_meta
KEGG Pathway,24,hsa00030,Pentose phosphate pathway ,,-2.1,2.7,3.1,28162,30,2791,8,0.29,0.1,2203|2539|2821|5213|5226|6888|7086|9563,FBP1|G6PD|GPI|PFKM|PGD|TALDO1|TKT|H6PD,-1.5,LN_meta
KEGG Pathway,24,ko00030,Pentose phosphate pathway,,-2.1,2.7,3.1,28162,30,2791,8,0.29,0.1,2203|2539|2821|5213|5226|6888|7086|9563,FBP1|G6PD|GPI|PFKM|PGD|TALDO1|TKT|H6PD,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-8874081,MET activates PTK2 signaling,,-2.1,2.7,3.1,28162,30,2791,8,0.29,0.1,1278|1281|1302|2335|3908|3911|3913|6714,COL1A2|COL3A1|COL11A2|FN1|LAMA2|LAMA5|LAMB2|SRC,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-525793,Myogenesis,,-2.1,2.7,3.1,28162,30,2791,8,0.29,0.1,25|1013|4617|4618|4656|6300|6925|91653,ABL1|CDH15|MYF5|MYF6|MYOG|MAPK12|TCF4|BOC,-1.5,LN_meta
KEGG Pathway,24,ko05030,Cocaine addiction,,-2.1,2.3,2.9,28162,49,2791,11,0.39,0.12,111|468|627|1644|1742|2354|2903|3725|9586|90993|148327,ADCY5|ATF4|BDNF|DDC|DLG4|FOSB|GRIN2A|JUN|CREB5|CREB3L1|CREB3L4,-1.5,LN_meta
KEGG Pathway,24,hsa04350,TGF-beta signaling pathway ,,-2.1,1.9,2.8,28162,84,2791,16,0.57,0.14,90|92|652|653|657|1030|1874|4088|4093|4609|5308|7043|7044|8646|10468|25805,ACVR1|ACVR2A|BMP4|BMP5|BMPR1A|CDKN2B|E2F4|SMAD3|SMAD9|MYC|PITX2|TGFB3|LEFTY2|CHRD|FST|BAMBI,-1.5,LN_meta
KEGG Pathway,24,ko04350,TGF-beta signaling pathway,,-2.1,1.9,2.8,28162,84,2791,16,0.57,0.14,90|92|652|653|657|1030|1874|4088|4093|4609|5308|7043|7044|8646|10468|25805,ACVR1|ACVR2A|BMP4|BMP5|BMPR1A|CDKN2B|E2F4|SMAD3|SMAD9|MYC|PITX2|TGFB3|LEFTY2|CHRD|FST|BAMBI,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,,-2.1,4.5,3.5,28162,9,2791,4,0.14,0.072,388|6242|85415|114822,RHOB|RTKN|RHPN2|RHPN1,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-9646399,Aggrephagy,,-2.1,2.3,2.9,28162,43,2791,10,0.36,0.11,1080|1780|6233|7280|7431|7846|10381|10382|200894|347733,CFTR|DYNC1I1|RPS27A|TUBB2A|VIM|TUBA1A|TUBB3|TUBB4A|ARL13B|TUBB2B,-1.5,LN_meta
KEGG Pathway,24,hsa05323,Rheumatoid arthritis,,-2.1,1.8,2.8,28162,99,2791,18,0.64,0.15,284|525|535|1514|2919|3111|3112|3117|3383|3569|3725|6374|6387|7043|7099|7422|8741|50617,ANGPT1|ATP6V1B1|ATP6V0A1|CTSL|CXCL1|HLA-DOA|HLA-DOB|HLA-DQA1|ICAM1|IL6|JUN|CXCL5|CXCL12|TGFB3|TLR4|VEGFA|TNFSF13|ATP6V0A4,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-1482925,Acyl chain remodelling of PG,,-2.1,3.2,3.2,28162,19,2791,6,0.21,0.088,5320|5322|50487|64600|79888|100137049,PLA2G2A|PLA2G5|PLA2G3|PLA2G2F|LPCAT1|PLA2G4B,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-9018678,Biosynthesis of specialized proresolving mediators (SPMs),,-2.1,3.2,3.2,28162,19,2791,6,0.21,0.088,239|246|1559|1565|2948|22949,ALOX12|ALOX15|CYP2C9|CYP2D6|GSTM4|PTGR1,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-426048,Arachidonate production from DAG,,-2.1,6.1,3.7,28162,5,2791,3,0.11,0.062,747|11343|26090,DAGLA|MGLL|ABHD12,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,,-2.1,6.1,3.7,28162,5,2791,3,0.11,0.062,861|7082|7122,RUNX1|TJP1|CLDN5,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-9032759,NTRK2 activates RAC1,,-2.1,6.1,3.7,28162,5,2791,3,0.11,0.062,627|1795|4915,BDNF|DOCK3|NTRK2,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-1306955,GRB7 events in ERBB2 signaling,,-2.1,6.1,3.7,28162,5,2791,3,0.11,0.062,2064|2065|2886,ERBB2|ERBB3|GRB7,-1.5,LN_meta
KEGG Pathway,24,ko04912,GnRH signaling pathway,,-2.1,1.9,2.8,28162,92,2791,17,0.61,0.15,111|468|775|776|1839|1956|3725|4323|5332|5580|5599|5602|6300|6714|23236|51806|100137049,ADCY5|ATF4|CACNA1C|CACNA1D|HBEGF|EGFR|JUN|MMP14|PLCB4|PRKCD|MAPK8|MAPK10|MAPK12|SRC|PLCB1|CALML5|PLA2G4B,-1.5,LN_meta
KEGG Pathway,24,hsa04912,GnRH signaling pathway ,,-2.1,1.9,2.8,28162,92,2791,17,0.61,0.15,111|468|775|776|1839|1956|3725|4323|5332|5580|5599|5602|6300|6714|23236|51806|100137049,ADCY5|ATF4|CACNA1C|CACNA1D|HBEGF|EGFR|JUN|MMP14|PLCB4|PRKCD|MAPK8|MAPK10|MAPK12|SRC|PLCB1|CALML5|PLA2G4B,-1.5,LN_meta
KEGG Pathway,24,hsa04961,Endocrine and other factor-regulated calcium reabsorption,,-2.1,2.2,2.9,28162,50,2791,11,0.39,0.12,160|477|1211|1594|1759|2099|5332|5745|6546|8218|23236,AP2A1|ATP1A2|CLTA|CYP27B1|DNM1|ESR1|PLCB4|PTH1R|SLC8A1|CLTCL1|PLCB1,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-1483249,Inositol phosphate metabolism,,-2.1,2.2,2.9,28162,50,2791,11,0.39,0.12,3632|5332|5333|5335|23007|23236|51196|51477|117283|170685|253430,INPP5A|PLCB4|PLCD1|PLCG1|PLCH1|PLCB1|PLCE1|ISYNA1|IP6K3|NUDT10|IPMK,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,,-2.1,2.2,2.9,28162,50,2791,11,0.39,0.12,633|1462|1464|2239|2719|2817|3339|6383|10082|83539|113189,BGN|VCAN|CSPG4|GPC4|GPC3|GPC1|HSPG2|SDC2|GPC6|CHST9|CHST14,-1.5,LN_meta
Reactome Gene Sets,6,R-HSA-177929,Signaling by EGFR,,-2.1,2.2,2.9,28162,50,2791,11,0.39,0.12,1839|1950|1956|2549|5335|5782|6233|6714|7039|10253|29924,HBEGF|EGF|EGFR|GAB1|PLCG1|PTPN12|RPS27A|SRC|TGFA|SPRY2|EPN1,-1.5,LN_meta
KEGG Pathway,24,hsa05034,Alcoholism,,-2.1,1.6,2.6,28162,185,2791,29,1,0.19,111|468|627|1644|2030|2354|2788|2903|3012|3020|3066|4915|8337|8341|8349|8365|9586|9759|10014|51806|55506|55766|84254|85236|90993|92815|148327|440689|723790,ADCY5|ATF4|BDNF|DDC|SLC29A1|FOSB|GNG7|GRIN2A|H2AC8|H3-3A|HDAC2|NTRK2|H2AC18|H2BC15|H2BC21|H4C8|CREB5|HDAC4|HDAC5|CALML5|MACROH2A2|H2AJ|CAMKK1|H2BC12|CREB3L1|H2AW|CREB3L4|H2BC18|H2AC19,-1.4,LN_meta
